Product Name,Category,Sub-Category,total_sales,total_profit,total_quantity,avg_discount,total_orders,profit_margin
"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,1426.8878,-20.29299999999997,32,0.23000000000000004,9,-0.014221861032100751
Accohide Poly Flexible Ring Binders,Office Supplies,Binders,43.75800000000001,-19.821999999999996,34,0.5375,8,-0.45299145299145277
Wilson Jones Custom Binder Spines & Labels,Office Supplies,Binders,41.34400000000001,-19.6928,22,0.6285714285714284,7,-0.4763157894736841
Logitech Keyboard K120,Technology,Accessories,174.24,-19.601999999999986,12,0.20000000000000004,3,-0.11249999999999992
Large Capacity Hanging Post Binders,Office Supplies,Binders,276.945,-19.461000000000027,22,0.45999999999999996,5,-0.07027027027027037
GBC Wire Binding Strips,Office Supplies,Binders,212.65800000000002,-18.409199999999977,14,0.5,5,-0.08656716417910436
Speck Products Candyshell Flip Case,Technology,Phones,188.94600000000003,-18.19480000000001,8,0.30000000000000004,4,-0.09629629629629634
Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,480.70399999999995,-18.18880000000001,16,0.08571428571428573,7,-0.03783783783783787
Anderson Hickey Conga Table Tops & Accessories,Furniture,Tables,51.782,-17.514500000000005,5,0.30000000000000004,2,-0.3382352941176472
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,823.2520000000001,-17.03280000000002,16,0.3333333333333333,3,-0.020689655172413814
"Electrix Incandescent Magnifying Lamp, Black",Furniture,Furnishings,117.28,-16.492499999999993,5,0.4,2,-0.14062499999999994
Avery Reinforcements for Hole-Punch Pages,Office Supplies,Binders,28.512,-16.137,41,0.575,8,-0.5659722222222222
Avery Durable Poly Binders,Office Supplies,Binders,82.95,-15.5946,33,0.5333333333333333,6,-0.188
ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,216.95999999999998,-15.594000000000019,14,0.1,4,-0.07187500000000009
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Technology,Phones,467.92,-14.622499999999981,11,0.20000000000000004,3,-0.03124999999999996
"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders,137.808,-14.407199999999984,27,0.3833333333333333,6,-0.10454545454545443
"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",Office Supplies,Binders,63.627,-13.906500000000007,37,0.5625,8,-0.2185628742514971
Motorola L804,Technology,Phones,607.068,-13.337100000000028,19,0.26666666666666666,6,-0.021969696969697017
XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,72.91199999999999,-13.327999999999996,22,0.5,5,-0.18279569892473116
GBC ProClick Spines for 32-Hole Punch,Office Supplies,Binders,66.40899999999999,-13.281800000000008,12,0.44000000000000006,5,-0.20000000000000015
Martin-Yale Premier Letter Opener,Office Supplies,Supplies,236.99200000000005,-12.880000000000003,20,0.08571428571428573,7,-0.05434782608695652
Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage,1426.308,-12.792000000000016,50,0.10000000000000002,12,-0.008968609865470862
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",Furniture,Bookcases,119.83299999999998,-12.688200000000002,1,0.15,1,-0.1058823529411765
Cardinal Hold-It CD Pocket,Office Supplies,Binders,38.304,-12.4488,12,0.5,4,-0.325
GBC Instant Index System for Binding Systems,Office Supplies,Binders,71.92800000000001,-12.432,19,0.48,5,-0.1728395061728395
O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,540.804,-12.291000000000004,9,0.175,4,-0.022727272727272735
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,2298.114,-12.132900000000333,39,0.17777777777777778,9,-0.005279503105590207
Case Logic 2.4GHz Wireless Keyboard,Technology,Accessories,1229.7540000000001,-11.997600000000158,27,0.07500000000000001,8,-0.009756097560975738
iOttie HLCRIO102 Car Mount,Technology,Phones,215.892,-11.994000000000028,12,0.16,5,-0.055555555555555684
Gear Head AU3700S Headset,Technology,Phones,189.65400000000002,-11.950800000000013,16,0.06666666666666667,3,-0.06301369863013705
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,102.619,-11.882200000000006,44,0.45,12,-0.1157894736842106
GBC Personal VeloBind Strips,Office Supplies,Binders,156.93800000000002,-11.261200000000004,27,0.42857142857142855,7,-0.07175572519083971
Dana Swing-Arm Lamps,Furniture,Furnishings,108.936,-11.213999999999999,15,0.34285714285714286,7,-0.10294117647058822
Avaya 5410 Digital phone,Technology,Phones,625.508,-10.878400000000003,13,0.30000000000000004,4,-0.01739130434782609
Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,Appliances,91.68599999999999,-10.4118,18,0.25,4,-0.1135593220338983
"Alliance Super-Size Bands, Assorted Sizes",Office Supplies,Fasteners,197.612,-10.347400000000002,27,0.05,4,-0.05236220472440946
Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders,112.668,-10.135200000000015,48,0.43999999999999995,10,-0.08995633187772939
Shocksock Galaxy S4 Armband,Technology,Phones,63.51,-10.074000000000009,7,0.13333333333333333,3,-0.15862068965517256
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,858.8580000000001,-9.93719999999999,17,0.24500000000000002,6,-0.011570247933884285
Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,Office Supplies,Appliances,1023.3520000000001,-9.30320000000006,6,0.26666666666666666,3,-0.00909090909090915
"GBC Velobind Prepunched Cover Sets, Regency Series",Office Supplies,Binders,661.942,-9.245000000000005,33,0.41428571428571426,7,-0.01396648044692738
"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,Binders,117.74400000000001,-8.553599999999996,46,0.5,10,-0.07264573991031385
"Sauder Facets Collection Library, Sky Alder Finish",Furniture,Bookcases,1427.683,-8.54900000000007,10,0.15,4,-0.005988023952095858
Acco Side-Punched Conventional Columnar Pads,Office Supplies,Supplies,41.64000000000001,-7.8075000000000045,15,0.2,4,-0.18750000000000008
Eldon Shelf Savers Cubes and Bins,Office Supplies,Storage,300.14,-7.678000000000013,45,0.05,8,-0.025581395348837254
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",Furniture,Furnishings,262.752,-7.616000000000044,20,0.3,6,-0.02898550724637698
Safco Commercial Shelving,Office Supplies,Storage,483.704,-7.441600000000015,11,0.08,5,-0.015384615384615417
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,Office Supplies,Appliances,448.902,-7.0416000000000025,14,0.30000000000000004,4,-0.01568627450980393
Avery Hidden Tab Dividers for Binding Systems,Office Supplies,Binders,31.587999999999997,-7.032800000000002,24,0.6142857142857142,7,-0.22264150943396233
Akro Stacking Bins,Office Supplies,Storage,91.524,-6.943200000000013,13,0.10000000000000002,6,-0.07586206896551739
Plantronics MX500i Earset,Technology,Phones,618.4800000000001,-6.442500000000017,15,0.05714285714285715,7,-0.010416666666666692
Sterilite Show Offs Storage Containers,Office Supplies,Storage,78.144,-6.336,16,0.08,5,-0.08108108108108109
Tennsco Regal Shelving Units,Office Supplies,Storage,1764.534,-6.0846000000000515,18,0.05,4,-0.0034482758620689945
Telescoping Adjustable Floor Lamp,Furniture,Furnishings,143.928,-5.99700000000001,10,0.3,6,-0.041666666666666734
Acco Economy Flexible Poly Round Ring Binder,Office Supplies,Binders,11.484,-5.741999999999999,6,0.6,4,-0.49999999999999994
Revere Boxed Rubber Bands by Revere,Office Supplies,Fasteners,48.006,-5.707799999999999,29,0.10000000000000002,6,-0.11889763779527557
UniKeep View Case Binders,Office Supplies,Binders,28.850999999999996,-5.476800000000004,13,0.5,5,-0.18983050847457644
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,25.830000000000002,-4.92,25,0.6166666666666667,6,-0.19047619047619047
Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,38.641999999999996,-4.8927999999999985,29,0.5375,8,-0.1266187050359712
"Rogers Jumbo File, Granite",Office Supplies,Storage,317.772,-4.888800000000007,24,0.028571428571428574,7,-0.015384615384615406
Eldon 100 Class Desk Accessories,Furniture,Furnishings,36.396,-4.852799999999999,18,0.3,4,-0.1333333333333333
Insertable Tab Indexes For Data Binders,Office Supplies,Binders,17.490000000000002,-4.833600000000003,13,0.6,5,-0.27636363636363653
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,Office Supplies,Appliances,1.6239999999999994,-4.466,2,0.8,1,-2.750000000000001
Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,102.256,-4.415600000000001,34,0.4111111111111111,9,-0.043181818181818196
Serrated Blade or Curved Handle Hand Letter Openers,Office Supplies,Supplies,23.864000000000004,-4.1133999999999995,9,0.1,2,-0.17236842105263153
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,Binders,54.474000000000004,-3.8909999999999982,9,0.5333333333333333,3,-0.0714285714285714
Sterling Rubber Bands by Alliance,Office Supplies,Fasteners,19.782,-3.768,5,0.1,2,-0.19047619047619047
Acco 6 Outlet Guardian Basic Surge Suppressor,Office Supplies,Appliances,38.272,-3.660800000000002,7,0.4,2,-0.09565217391304354
Acme Rosewood Handle Letter Opener,Office Supplies,Supplies,43.67,-3.493600000000002,12,0.06666666666666667,3,-0.08000000000000004
Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners,77.244,-3.2969999999999997,18,0.08,5,-0.04268292682926829
Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,3028.652,-3.239200000000139,39,0.06666666666666667,12,-0.0010695187165775859
"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders,182.50799999999998,-3.216000000000003,42,0.43,10,-0.017621145374449358
GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,55.754999999999995,-2.9204999999999988,13,0.5,5,-0.05238095238095236
"Stacking Tray, Side-Loading, Legal, Smoke",Furniture,Furnishings,46.592000000000006,-2.867200000000006,16,0.25,4,-0.06153846153846167
"Super Bands, 12/Pack",Office Supplies,Fasteners,33.480000000000004,-2.603999999999999,20,0.1,4,-0.07777777777777775
Hoover Commercial Lightweight Upright Vacuum,Office Supplies,Appliances,18.096,-2.505600000000002,8,0.5,2,-0.13846153846153858
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,269.394,-2.2830000000000368,35,0.3888888888888889,9,-0.008474576271186578
Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,Binders,143.01000000000002,-2.179200000000007,41,0.5363636363636363,11,-0.015238095238095285
PNY Rapid USB Car Charger - Black,Technology,Phones,9.588,-2.0774,2,0.4,1,-0.21666666666666667
Kingston Digital DataTraveler 8GB USB 2.0,Technology,Accessories,44.03,-2.0229999999999997,9,0.13333333333333333,3,-0.045945945945945935
Computer Printout Index Tabs,Office Supplies,Binders,11.088,-2.016000000000003,15,0.5,4,-0.1818181818181821
Storex Flexible Poly Binders with Double Pockets,Office Supplies,Binders,10.824000000000002,-2.0064,9,0.4666666666666666,3,-0.18536585365853658
Angle-D Ring Binders,Office Supplies,Binders,39.384,-1.9692000000000043,14,0.5333333333333333,6,-0.05000000000000011
Penpower WorldCard Pro Card Scanner,Technology,Machines,91.475,-1.829499999999996,1,0.5,1,-0.019999999999999955
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",Furniture,Furnishings,97.81200000000001,-1.778399999999987,8,0.4,2,-0.01818181818181805
Acme Serrated Blade Letter Opener,Office Supplies,Supplies,13.992,-1.7489999999999999,5,0.1,2,-0.12499999999999999
SanDisk Cruzer 8 GB USB Flash Drive,Technology,Accessories,27.168000000000003,-1.3583999999999987,4,0.2,1,-0.04999999999999995
"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings,58.784,-1.0687999999999924,4,0.3,2,-0.018181818181818053
Round Ring Binders,Office Supplies,Binders,29.952,-0.9152000000000009,28,0.4666666666666666,6,-0.030555555555555582
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders,99.80000000000001,-0.6986000000000061,19,0.45,6,-0.00700000000000006
Eldon Gobal File Keepers,Office Supplies,Storage,348.22,-0.6056000000000257,24,0.06666666666666667,6,-0.0017391304347826823
"Brites Rubber Bands, 1 1/2 oz. Box",Office Supplies,Fasteners,13.068000000000001,-0.5147999999999996,7,0.06666666666666667,3,-0.039393939393939356
Rubber Band Ball,Office Supplies,Fasteners,58.344,-0.299199999999997,16,0.05,4,-0.005128205128205077
"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,62.946,-0.1613999999999951,23,0.55,4,-0.0025641025641024865
Global Super Steno Chair,Furniture,Chairs,2389.902,-1.9895196601282805e-13,30,0.14285714285714285,7,-8.324691389556059e-17
Premier Electric Letter Opener,Office Supplies,Supplies,2641.608,-1.9184653865522705e-13,24,0.07500000000000001,8,-7.262490825861636e-17
